member_id,tier,segment,churn_probability,reason_1,reason_2,reason_3,recommended_action,annual_value_thb
M008836,Bronze,At-risk regulars,0.8484944,typical gap between visits is now 4.7x longer than their own usual pattern (+28 points of risk),8 visits on record (+8 points of risk),a member for 230 days (+8 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1007.38
M017086,Bronze,Hibernating,0.8903885,70 days since last visit (+16 points of risk),a member for 317 days (+15 points of risk),typical gap between visits is now 2.1x longer than their own usual pattern (+9 points of risk),Bounce-back free drink + one-question why-survey,1004.8
M010094,Bronze,At-risk regulars,0.8198998,visiting 56% less often than their own usual pattern (+14 points of risk),a member for 278 days (+13 points of risk),visits roughly every 39 days (+9 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1003.6500000000001
M013512,Bronze,At-risk regulars,0.9607598,a member for 336 days (+13 points of risk),visits roughly every 47 days (+12 points of risk),visiting 73% less often than their own usual pattern (+10 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",1002.86
M017537,Bronze,Hibernating,0.9447754,85 days since last visit (+12 points of risk),a member for 430 days (+12 points of risk),visiting 76% less often than their own usual pattern (+10 points of risk),Bounce-back free drink + one-question why-survey,995.37
M017091,Bronze,At-risk regulars,0.931501,a member for 264 days (+13 points of risk),visits roughly every 44 days (+12 points of risk),visiting 65% less often than their own usual pattern (+12 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",994.37
M012412,Bronze,At-risk regulars,0.89918536,a member for 385 days (+15 points of risk),visiting 78% less often than their own usual pattern (+13 points of risk),9 visits on record (+10 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",991.99
M009597,Silver,At-risk regulars,0.8164734,visits roughly every 38 days (+8 points of risk),typical gap between visits is now 2.1x longer than their own usual pattern (+8 points of risk),a member for 197 days (+7 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",990.64
M019930,Bronze,At-risk regulars,0.87187797,visiting 58% less often than their own usual pattern (+16 points of risk),9 visits on record (+9 points of risk),a member for 189 days (+7 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",988.97
M011196,Bronze,Hibernating,0.8951746,visiting 62% less often than their own usual pattern (+14 points of risk),a member for 418 days (+12 points of risk),12 visits on record (+11 points of risk),Bounce-back free drink + one-question why-survey,988.9000000000001
M015810,Bronze,Hibernating,0.8803501,a member for 415 days (+12 points of risk),58 days since last visit (+12 points of risk),9 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,988.26
M010821,Silver,Loyal,0.8528016,visits roughly every 42 days (+17 points of risk),13 visits on record (+15 points of risk),a member for 512 days (+13 points of risk),"Tier-up nudge, personalized bundle",985.59
M005010,Bronze,Loyal,0.8227163,a member for 561 days (+18 points of risk),13 visits on record (+10 points of risk),visits roughly every 44 days (+8 points of risk),"Tier-up nudge, personalized bundle",984.27
M003081,Bronze,Hibernating,0.84115916,58 days since last visit (+14 points of risk),visiting 88% less often than their own usual pattern (+14 points of risk),a member for 326 days (+13 points of risk),Bounce-back free drink + one-question why-survey,983.48
M011093,Bronze,Hibernating,0.8618241,54 days since last visit (+26 points of risk),visits roughly every 16 days (+12 points of risk),visits down 50% in the last 30 days vs. the 30 before (+5 points of risk),Bounce-back free drink + one-question why-survey,983.01
M006593,Silver,Hibernating,0.8537765,visiting 58% less often than their own usual pattern (+16 points of risk),53 days since last visit (+14 points of risk),17 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,981.67
M015821,Bronze,Hibernating,0.95594615,typical gap between visits is now 3.3x longer than their own usual pattern (+22 points of risk),51 days since last visit (+14 points of risk),19 visits on record (+11 points of risk),Bounce-back free drink + one-question why-survey,978.6700000000001
M001322,Bronze,Hibernating,0.79268694,visiting 74% less often than their own usual pattern (+10 points of risk),38 days since last visit (+8 points of risk),a member for 178 days (+8 points of risk),Bounce-back free drink + one-question why-survey,978.51
M012882,Bronze,Hibernating,0.8879305,a member for 520 days (+15 points of risk),68 days since last visit (+11 points of risk),11 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,976.66
M013148,Bronze,At-risk regulars,0.870221,visiting 67% less often than their own usual pattern (+13 points of risk),a member for 235 days (+9 points of risk),8 visits on record (+7 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",976.44
M009005,Silver,At-risk regulars,0.8412694,visits roughly every 14 days (+24 points of risk),34 days since last visit (+14 points of risk),visits down 67% in the last 30 days vs. the 30 before (+9 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",975.44
M009187,Bronze,At-risk regulars,0.9009638,visiting 83% less often than their own usual pattern (+11 points of risk),a member for 231 days (+7 points of risk),8 visits on record (+6 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",973.51
M012577,Bronze,At-risk regulars,0.87679404,visiting 53% less often than their own usual pattern (+14 points of risk),a member for 256 days (+11 points of risk),9 visits on record (+7 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",972.63
M015004,Bronze,Hibernating,0.8894401,80 days since last visit (+17 points of risk),a member for 391 days (+17 points of risk),8 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,971.23
M005961,Bronze,Loyal,0.87115145,a member for 402 days (+13 points of risk),visits roughly every 44 days (+12 points of risk),visiting 55% less often than their own usual pattern (+12 points of risk),"Tier-up nudge, personalized bundle",968.98
M001235,Bronze,Hibernating,0.8422879,a member for 268 days (+11 points of risk),48 days since last visit (+9 points of risk),visiting 37% less often than their own usual pattern (+8 points of risk),Bounce-back free drink + one-question why-survey,968.43
M017219,Bronze,Hibernating,0.8107862,76 days since last visit (+15 points of risk),a member for 297 days (+11 points of risk),visiting 53% less often than their own usual pattern (+7 points of risk),Bounce-back free drink + one-question why-survey,967.58
M008547,Bronze,Hibernating,0.8155957,visiting 62% less often than their own usual pattern (+12 points of risk),9 visits on record (+9 points of risk),a member for 274 days (+9 points of risk),Bounce-back free drink + one-question why-survey,962.21
M009142,Bronze,At-risk regulars,0.8038827,visiting 39% less often than their own usual pattern (+13 points of risk),a member for 156 days (+8 points of risk),8 visits on record (+8 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",961.19
M004256,Bronze,At-risk regulars,0.80951583,visiting 70% less often than their own usual pattern (+9 points of risk),visits roughly every 33 days (+8 points of risk),3 days since last visit (+7 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",961.17
M012277,Bronze,At-risk regulars,0.9313407,a member for 290 days (+13 points of risk),visiting 91% less often than their own usual pattern (+11 points of risk),visits roughly every 47 days (+11 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",955.58
M005104,Bronze,Hibernating,0.92151314,a member for 377 days (+15 points of risk),73 days since last visit (+13 points of risk),typical gap between visits is now 2.0x longer than their own usual pattern (+12 points of risk),Bounce-back free drink + one-question why-survey,951.9399999999999
M008673,Bronze,Loyal,0.8133677,13 visits on record (+17 points of risk),a member for 510 days (+16 points of risk),typical gap between visits is now 3.2x longer than their own usual pattern (+9 points of risk),"Tier-up nudge, personalized bundle",951.6
M003880,Bronze,Hibernating,0.8624998,67 days since last visit (+13 points of risk),12 visits on record (+11 points of risk),visiting 56% less often than their own usual pattern (+10 points of risk),Bounce-back free drink + one-question why-survey,951.51
M001461,Bronze,Hibernating,0.8914197,65 days since last visit (+15 points of risk),visiting 59% less often than their own usual pattern (+14 points of risk),a member for 242 days (+9 points of risk),Bounce-back free drink + one-question why-survey,949.37
M019965,Silver,Hibernating,0.858773,a member for 302 days (+12 points of risk),visiting 42% less often than their own usual pattern (+8 points of risk),48 days since last visit (+7 points of risk),Bounce-back free drink + one-question why-survey,948.71
M002480,Bronze,At-risk regulars,0.9351367,typical gap between visits is now 2.0x longer than their own usual pattern (+12 points of risk),a member for 280 days (+11 points of risk),visits roughly every 39 days (+9 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",947.13
M006874,Silver,Hibernating,0.9664845,55 days since last visit (+15 points of risk),13 visits on record (+13 points of risk),a member for 540 days (+12 points of risk),Bounce-back free drink + one-question why-survey,946.78
M009651,Bronze,Hibernating,0.85839933,67 days since last visit (+12 points of risk),a member for 413 days (+12 points of risk),10 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,945.11
M018147,Bronze,At-risk regulars,0.9357254,visits roughly every 49 days (+16 points of risk),a member for 295 days (+13 points of risk),1 days since last visit (+6 points of risk),"15%-off win-back coupon + ""we miss you"" LINE mission",944.31
M007646,Silver,Hibernating,0.9294465,84 days since last visit (+25 points of risk),visits roughly every 11 days (+14 points of risk),a member for 152 days (+7 points of risk),Bounce-back free drink + one-question why-survey,938.3199999999999
M008024,Bronze,Hibernating,0.8713813,a member for 329 days (+14 points of risk),82 days since last visit (+11 points of risk),visiting 71% less often than their own usual pattern (+9 points of risk),Bounce-back free drink + one-question why-survey,936.3299999999999
